Year,Month,Day,Hour,Likes,Retweets,Hashtags,Platform,Country
2025,3,29,17,2147,582,#INDvsPAK,Instagram,India
2025,3,29,18,1137,361,#Streetwear,Instagram,India
2025,3,29,18,2749,1366,#TeamIndia,Instagram,India
2025,3,29,18,1370,247,#AccessoriesOfTheDay,Instagram,India
2025,3,29,18,1454,489,#Rajasthan,Instagram,India
2025,3,29,18,1602,505,#Jawan2,Instagram,India
2025,3,29,18,676,390,#DelhiFood,Instagram,India
2025,3,29,18,2225,1049,#TeamIndia,Instagram,India
2025,3,29,18,1241,557,#MonsoonTravel,Instagram,India
2025,3,29,19,2769,1361,#Rohit,Instagram,India
2025,3,29,19,2140,595,#IndependenceDay,Instagram,India
2025,3,29,19,1158,368,#ChatGPT,Instagram,India
2025,3,29,20,1543,289,#AliaBhatt,Instagram,India
2025,3,29,20,1150,457,#DesiDrip,Instagram,India
2025,3,29,20,1095,259,#BoxOffice,Instagram,India
2025,3,29,20,825,455,#ChatGPT,Instagram,India
2025,3,29,21,2742,1155,#NavRatri,Instagram,India
2025,3,29,21,567,415,#FitIndia,Instagram,India
2025,3,29,21,946,499,#Bollywood,Instagram,India
2025,3,29,21,783,340,#FoodLover,Instagram,India
2025,3,29,21,1327,347,#RanveerSingh,Instagram,India
2025,3,29,21,796,249,#Coding,Instagram,India
2025,3,29,22,736,291,#IndianFood,Instagram,India
2025,3,29,22,1593,591,#RanveerSingh,Instagram,India
2025,3,29,22,955,486,#AliaBhatt,Instagram,India
2025,3,29,22,711,461,#FoodPhotography,Instagram,India
2025,3,29,22,2305,918,#NavRatri,Instagram,India
2025,3,29,22,2317,480,#SRK,Instagram,India
2025,3,29,23,719,217,#Yoga,Instagram,India
2025,3,29,23,502,407,#BoardExams,Instagram,India
2025,3,29,23,802,348,#DesiDrip,Instagram,India
2025,3,29,23,997,380,#AccessoriesOfTheDay,Instagram,India
2025,3,29,23,1305,778,#Eid2025,Instagram,India
2025,3,29,23,1778,548,#T20,Instagram,India
2025,3,30,0,1621,673,#INDvsPAK,Instagram,India
2025,3,30,0,767,232,#Pathaan2,Instagram,India
2025,3,30,0,2002,622,#Holi2025,Instagram,India
2025,3,30,0,421,153,#FitnessMotivation,Instagram,India
2025,3,30,0,1908,618,#Holi2025,Instagram,India
2025,3,30,1,696,488,#HillStation,Instagram,India
2025,3,30,1,580,373,#DesiDrip,Instagram,India
2025,3,30,1,1917,1163,#Virat,Instagram,India
2025,3,30,1,2563,1187,#Virat,Instagram,India
2025,3,30,2,2387,575,#TeamIndia,Instagram,India
2025,3,30,2,790,149,#FitnessMotivation,Instagram,India
2025,3,30,2,363,257,#HomeWorkout,Instagram,India
2025,3,30,2,981,290,#SoloTravel,Instagram,India
2025,3,30,2,960,798,#Holi2025,Instagram,India
2025,3,30,2,1871,812,#Holi2025,Instagram,India
2025,3,30,2,743,178,#WeightLoss,Instagram,India
2025,3,30,2,959,514,#RepublicDay,Instagram,India
2025,3,30,2,1471,919,#IPL2025,Instagram,India
2025,3,30,3,1059,486,#Ganesh Chaturthi,Instagram,India
2025,3,30,3,2064,619,#Cricket,Instagram,India
2025,3,30,3,818,411,#Rajasthan,Instagram,India
2025,3,30,3,1060,382,#RepublicDay,Instagram,India
2025,3,30,3,2088,991,#INDvsPAK,Instagram,India
2025,3,30,3,1120,243,#OOTD,Instagram,India
2025,3,30,4,706,287,#Biryani,Instagram,India
2025,3,30,4,1612,532,#NavRatri,Instagram,India
2025,3,30,4,1102,382,#BridalLook,Instagram,India
2025,3,30,5,1046,387,#NEET2025,Instagram,India
2025,3,30,5,705,268,#RunningCommunity,Instagram,India
2025,3,30,5,725,210,#FitnessMotivation,Instagram,India
2025,3,30,5,1020,413,#Lohri,Instagram,India
2025,3,30,5,414,127,#DailyRoutine,Instagram,India
2025,3,30,5,1102,486,#BeachVibes,Instagram,India
2025,3,30,5,1899,525,#NavRatri,Instagram,India
2025,3,30,5,1867,420,#Cricket,Instagram,India
2025,3,30,6,2497,832,#Diwali2025,Instagram,India
2025,3,30,6,1227,336,#RepublicDay,Instagram,India
2025,3,30,6,1226,369,#DurgaPuja,Instagram,India
2025,3,30,6,715,301,#IndependenceDay,Instagram,India
2025,3,30,6,561,220,#WeekendGetaway,Instagram,India
2025,3,30,6,674,225,#NEET2025,Instagram,India
2025,3,30,6,1168,468,#Raksha Bandhan,Instagram,India
2025,3,30,6,970,240,#RanveerSingh,Instagram,India
2025,3,30,6,1281,878,#T20,Instagram,India
2025,3,30,7,943,501,#Kedarnath,Instagram,India
2025,3,30,7,2008,858,#IPL2025,Instagram,India
2025,3,30,7,463,330,#FoodLover,Instagram,India
2025,3,30,7,2514,1328,#INDvsPAK,Instagram,India
2025,3,30,7,606,322,#SoloTravel,Instagram,India
2025,3,30,8,2636,834,#IPL2025,Instagram,India
2025,3,30,8,685,182,#NewRelease,Instagram,India
2025,3,30,8,2494,922,#Virat,Instagram,India
2025,3,30,8,1502,547,#Rohit,Instagram,India
2025,3,30,8,1320,463,#TeamIndia,Instagram,India
2025,3,30,8,937,180,#KurtiStyle,Instagram,India
2025,3,30,8,718,333,#GymLife,Instagram,India
2025,3,30,9,776,511,#IndependenceDay,Instagram,India
2025,3,30,9,2678,850,#WorldCup2025,Instagram,India
2025,3,30,9,424,164,#Motivation,Instagram,India
2025,3,30,10,1621,881,#DurgaPuja,Instagram,India
2025,3,30,10,1962,860,#Kedarnath,Instagram,India
2025,3,30,10,595,386,#AI,Instagram,India
2025,3,30,10,424,140,#MentalHealth,Instagram,India
2025,3,30,10,1051,315,#Chai,Instagram,India
2025,3,30,10,676,335,#FashionBlogger,Instagram,India
2025,3,30,10,1214,414,#HillStation,Instagram,India
2025,3,30,10,1830,732,#Kedarnath,Instagram,India
2025,3,30,10,1240,504,#HillStation,Instagram,India
2025,3,30,10,1821,847,#DurgaPuja,Instagram,India
2025,3,30,11,680,369,#IITian,Instagram,India
2025,3,30,11,1530,334,#BridalLook,Instagram,India
2025,3,30,11,1056,305,#SummerFashion,Instagram,India
2025,3,30,11,954,506,#Bollywood,Instagram,India
2025,3,30,11,1129,333,#TravelIndia,Instagram,India
2025,3,30,12,3585,936,#Virat,Instagram,India
2025,3,30,12,781,332,#MonsoonTravel,Instagram,India
2025,3,30,12,996,430,#FoodLover,Instagram,India
2025,3,30,12,1104,244,#MonsoonTravel,Instagram,India
2025,3,30,12,1107,360,#BollywoodMusic,Instagram,India
2025,3,30,12,740,222,#FoodLover,Instagram,India
2025,3,30,12,1149,392,#Bollywood,Instagram,India
2025,3,30,12,518,118,#Growth,Instagram,India
2025,3,30,12,1074,450,#HillStation,Instagram,India
2025,3,30,13,922,298,#Rajasthan,Instagram,India
2025,3,30,13,1379,564,#FashionBlogger,Instagram,India
2025,3,30,13,965,275,#BollywoodMusic,Instagram,India
2025,3,30,13,1328,387,#BeachVibes,Instagram,India
2025,3,30,13,1243,649,#Pathaan2,Instagram,India
2025,3,30,13,1416,549,#Cricket,Instagram,India
2025,3,30,14,756,246,#UPSC,Instagram,India
2025,3,30,14,554,202,#DigitalIndia,Instagram,India
2025,3,30,14,1385,902,#WorldCup2025,Instagram,India
2025,3,30,14,1611,439,#ChaseKaro,Instagram,India
2025,3,30,14,1188,218,#SareeStyle,Instagram,India
2025,3,30,14,260,168,#Tech,Instagram,India
2025,3,30,14,364,165,#Coding,Instagram,India
2025,3,30,15,633,464,#AliaBhatt,Instagram,India
2025,3,30,15,1197,437,#RanveerSingh,Instagram,India
2025,3,30,15,741,440,#Jawan2,Instagram,India
2025,3,30,16,532,182,#MentalHealth,Instagram,India
2025,3,30,16,965,427,#DeepikaPadukone,Instagram,India
2025,3,30,16,927,223,#StreetFood,Instagram,India
2025,3,30,16,2871,552,#MS Dhoni,Instagram,India
2025,3,30,16,1006,411,#ResultDay,Instagram,India
2025,3,30,17,1729,306,#Kedarnath,Instagram,India
2025,3,30,17,1356,532,#Pathaan2,Instagram,India
2025,3,30,17,945,559,#IndependenceDay,Instagram,India
2025,3,30,17,633,265,#FoodPhotography,Instagram,India
2025,3,30,18,778,474,#SoloTravel,Instagram,India
2025,3,30,18,2124,1369,#MS Dhoni,Instagram,India
2025,3,30,18,795,292,#Aesthetic,Instagram,India
2025,3,30,18,1682,863,#Eid2025,Instagram,India
2025,3,30,18,748,219,#DigitalIndia,Instagram,India
2025,3,30,19,745,472,#Zumba,Instagram,India
2025,3,30,19,1493,281,#EthnicWear,Instagram,India
2025,3,30,19,2957,1108,#MS Dhoni,Instagram,India
2025,3,30,19,1128,310,#SareeStyle,Instagram,India
2025,3,30,19,1964,769,#T20,Instagram,India
2025,3,30,19,1078,352,#BoxOffice,Instagram,India
2025,3,30,19,1244,283,#OOTD,Instagram,India
2025,3,30,19,2042,1488,#Virat,Instagram,India
2025,3,30,20,1956,735,#Eid2025,Instagram,India
2025,3,30,20,706,429,#BoxOffice,Instagram,India
2025,3,30,20,1348,369,#Pathaan2,Instagram,India
2025,3,30,20,1547,720,#BridalLook,Instagram,India
2025,3,30,21,1099,512,#IITian,Instagram,India
2025,3,30,21,1529,603,#MonsoonTravel,Instagram,India
2025,3,30,21,677,194,#StudyMotivation,Instagram,India
2025,3,30,21,727,602,#Biryani,Instagram,India
2025,3,30,21,1818,461,#IndependenceDay,Instagram,India
2025,3,30,21,2424,1660,#Virat,Instagram,India
2025,3,30,21,1566,720,#Goa,Instagram,India
2025,3,30,21,3009,1673,#INDvsPAK,Instagram,India
2025,3,30,21,872,515,#Lohri,Instagram,India
2025,3,30,22,1252,566,#EthnicWear,Instagram,India
2025,3,30,22,879,471,#ResultDay,Instagram,India
2025,3,30,22,1591,273,#SummerFashion,Instagram,India
2025,3,30,22,1474,679,#RepublicDay,Instagram,India
2025,3,30,23,2534,578,#Rohit,Instagram,India
2025,3,30,23,395,276,#GlowUp,Instagram,India
2025,3,30,23,1462,734,#NavRatri,Instagram,India
2025,3,30,23,1404,256,#Goa,Instagram,India
2025,3,30,23,874,181,#BollywoodMusic,Instagram,India
2025,3,30,23,820,142,#HomeMade,Instagram,India
2025,3,30,23,990,185,#BollywoodMusic,Instagram,India
2025,3,30,23,923,477,#FashionBlogger,Instagram,India
2025,3,30,23,2891,797,#WorldCup2025,Instagram,India
2025,3,31,0,629,289,#AliaBhatt,Instagram,India
2025,3,31,0,990,222,#WeekendGetaway,Instagram,India
2025,3,31,0,1517,818,#ChaseKaro,Instagram,India
2025,3,31,0,1879,616,#Eid2025,Instagram,India
2025,3,31,0,562,320,#Streetwear,Instagram,India
2025,3,31,0,2644,647,#Rohit,Instagram,India
2025,3,31,1,1478,398,#Jawan2,Instagram,India
2025,3,31,1,1803,760,#Holi2025,Instagram,India
2025,3,31,1,315,183,#5G,Instagram,India
2025,3,31,1,1632,730,#Diwali2025,Instagram,India
2025,3,31,1,1837,815,#Holi2025,Instagram,India
2025,3,31,1,1761,498,#DurgaPuja,Instagram,India
2025,3,31,1,605,254,#IITian,Instagram,India
2025,3,31,1,793,312,#RepublicDay,Instagram,India
2025,3,31,1,1236,298,#RanveerSingh,Instagram,India
2025,3,31,2,1272,297,#Goa,Instagram,India
2025,3,31,2,470,295,#IndianFood,Instagram,India
2025,3,31,2,1987,929,#Virat,Instagram,India
2025,3,31,2,565,350,#SummerFashion,Instagram,India
2025,3,31,2,723,224,#BollywoodMusic,Instagram,India
2025,3,31,2,638,288,#RanveerSingh,Instagram,India
2025,3,31,2,1546,696,#TeamIndia,Instagram,India
2025,3,31,2,1103,522,#Eid2025,Instagram,India
2025,3,31,2,1096,332,#BridalLook,Instagram,India
2025,3,31,3,2744,792,#Virat,Instagram,India
2025,3,31,3,628,194,#Yoga,Instagram,India
2025,3,31,3,636,193,#JEE2025,Instagram,India
2025,3,31,4,2171,427,#T20,Instagram,India
2025,3,31,4,1371,537,#BeachVibes,Instagram,India
2025,3,31,4,582,298,#AccessoriesOfTheDay,Instagram,India
2025,3,31,4,1947,895,#WorldCup2025,Instagram,India
2025,3,31,5,540,256,#AppleLaunch,Instagram,India
2025,3,31,5,2077,627,#ChaseKaro,Instagram,India
2025,3,31,5,1939,809,#INDvsPAK,Instagram,India
2025,3,31,5,421,125,#Python,Instagram,India
2025,3,31,6,672,331,#NewRelease,Instagram,India
2025,3,31,6,1912,790,#NavRatri,Instagram,India
2025,3,31,6,1599,879,#Holi2025,Instagram,India
2025,3,31,6,706,512,#IndependenceDay,Instagram,India
2025,3,31,6,964,619,#SRK,Instagram,India
2025,3,31,7,1660,560,#Holi2025,Instagram,India
2025,3,31,7,3022,666,#Virat,Instagram,India
2025,3,31,7,880,306,#Transformation,Instagram,India
2025,3,31,7,1246,273,#Goa,Instagram,India
2025,3,31,7,1283,253,#ResultDay,Instagram,India
2025,3,31,7,976,697,#NavRatri,Instagram,India
2025,3,31,7,1120,435,#BridalLook,Instagram,India
2025,3,31,7,1409,367,#Jawan2,Instagram,India
2025,3,31,8,2274,511,#IPL2025,Instagram,India
2025,3,31,8,1233,287,#HillStation,Instagram,India
2025,3,31,8,1150,388,#MonsoonTravel,Instagram,India
2025,3,31,8,1572,425,#Kedarnath,Instagram,India
2025,3,31,9,1666,881,#T20,Instagram,India
2025,3,31,9,1072,380,#MumbaiFood,Instagram,India
2025,3,31,9,1293,461,#BeachVibes,Instagram,India
2025,3,31,9,1349,955,#Holi2025,Instagram,India
2025,3,31,9,2724,1314,#MS Dhoni,Instagram,India
2025,3,31,9,452,137,#Motivation,Instagram,India
2025,3,31,9,763,366,#KurtiStyle,Instagram,India
2025,3,31,10,1536,823,#Kedarnath,Instagram,India
2025,3,31,10,1144,319,#IndependenceDay,Instagram,India
2025,3,31,10,816,235,#HomeMade,Instagram,India
2025,3,31,10,922,288,#DesiDrip,Instagram,India
2025,3,31,10,2288,1175,#Rohit,Instagram,India
2025,3,31,10,2390,709,#T20,Instagram,India
2025,3,31,10,553,484,#KurtiStyle,Instagram,India
2025,3,31,10,2796,1046,#WorldCup2025,Instagram,India
2025,3,31,11,2023,652,#SRK,Instagram,India
2025,3,31,11,2020,1125,#TeamIndia,Instagram,India
2025,3,31,11,398,163,#DailyRoutine,Instagram,India
2025,3,31,11,1872,610,#TeamIndia,Instagram,India
2025,3,31,12,884,251,#FitnessMotivation,Instagram,India
2025,3,31,12,1406,579,#TravelIndia,Instagram,India
2025,3,31,12,493,184,#AI,Instagram,India
2025,3,31,12,1261,320,#Streetwear,Instagram,India
2025,3,31,12,1626,964,#Virat,Instagram,India
2025,3,31,12,1897,726,#Diwali2025,Instagram,India
2025,3,31,12,2876,493,#TeamIndia,Instagram,India
2025,3,31,13,2137,847,#DurgaPuja,Instagram,India
2025,3,31,13,1485,443,#MonsoonTravel,Instagram,India
2025,3,31,13,691,237,#FoodPhotography,Instagram,India
2025,3,31,13,3334,1664,#INDvsPAK,Instagram,India
2025,3,31,13,1060,378,#Streetwear,Instagram,India
2025,3,31,13,442,157,#5G,Instagram,India
2025,3,31,13,290,110,#MorningVibes,Instagram,India
2025,3,31,13,1140,467,#BollywoodMusic,Instagram,India
2025,3,31,13,1272,417,#BollywoodMusic,Instagram,India
2025,3,31,13,631,223,#Chai,Instagram,India
2025,3,31,14,1138,423,#NavRatri,Instagram,India
2025,3,31,14,1229,224,#Jawan2,Instagram,India
2025,3,31,14,1833,477,#Diwali2025,Instagram,India
2025,3,31,14,1207,361,#Kedarnath,Instagram,India
2025,3,31,15,501,406,#KurtiStyle,Instagram,India
2025,3,31,15,1782,480,#ChaseKaro,Instagram,India
2025,3,31,15,1819,652,#Holi2025,Instagram,India
2025,3,31,15,1247,901,#Holi2025,Instagram,India
2025,3,31,16,862,144,#DelhiFood,Instagram,India
2025,3,31,16,1567,476,#Holi2025,Instagram,India
2025,3,31,16,1316,774,#Holi2025,Instagram,India
2025,3,31,16,435,163,#MorningVibes,Instagram,India
2025,3,31,17,530,387,#Yoga,Instagram,India
2025,3,31,17,833,410,#BridalLook,Instagram,India
2025,3,31,17,751,297,#Yoga,Instagram,India
2025,3,31,17,2966,691,#MS Dhoni,Instagram,India
2025,3,31,17,1240,319,#SareeStyle,Instagram,India
2025,3,31,17,582,219,#MonsoonTravel,Instagram,India
2025,3,31,17,683,227,#TravelIndia,Instagram,India
2025,3,31,17,1055,342,#KurtiStyle,Instagram,India
2025,3,31,17,852,236,#IITian,Instagram,India
2025,3,31,18,3971,1838,#WorldCup2025,Instagram,India
2025,3,31,18,1642,429,#NewRelease,Instagram,India
2025,3,31,18,412,229,#OnlineLearning,Instagram,India
2025,3,31,18,4929,1195,#INDvsPAK,Instagram,India
2025,3,31,18,728,319,#JEE2025,Instagram,India
2025,3,31,18,661,237,#Python,Instagram,India
2025,3,31,18,1222,358,#BoardExams,Instagram,India
2025,3,31,18,2071,1398,#TeamIndia,Instagram,India
2025,3,31,18,539,189,#DailyRoutine,Instagram,India
2025,3,31,18,2713,1248,#T20,Instagram,India
2025,3,31,18,2565,900,#Holi2025,Instagram,India
2025,3,31,18,1785,671,#BridalLook,Instagram,India
2025,3,31,19,3141,977,#ChaseKaro,Instagram,India
2025,3,31,19,934,350,#Thali,Instagram,India
2025,3,31,19,1318,462,#NEET2025,Instagram,India
2025,3,31,19,400,207,#Growth,Instagram,India
2025,3,31,20,1038,438,#GlowUp,Instagram,India
2025,3,31,20,1108,324,#StreetFood,Instagram,India
2025,3,31,20,1764,994,#Kedarnath,Instagram,India
2025,3,31,20,806,249,#KurtiStyle,Instagram,India
2025,3,31,20,2520,794,#NavRatri,Instagram,India
2025,3,31,20,901,232,#DelhiFood,Instagram,India
2025,3,31,20,2440,794,#DurgaPuja,Instagram,India
2025,3,31,21,1600,503,#RanveerSingh,Instagram,India
2025,3,31,21,2685,1049,#Holi2025,Instagram,India
2025,3,31,21,806,228,#PositiveVibes,Instagram,India
2025,3,31,21,3276,1508,#Rohit,Instagram,India
2025,3,31,21,1234,286,#IndianFood,Instagram,India
2025,3,31,21,990,529,#Yoga,Instagram,India
2025,3,31,21,2421,1167,#T20,Instagram,India
2025,3,31,22,1271,551,#JEE2025,Instagram,India
2025,3,31,22,665,344,#HomeWorkout,Instagram,India
2025,3,31,22,2605,1460,#Virat,Instagram,India
2025,3,31,22,4727,1483,#INDvsPAK,Instagram,India
2025,3,31,22,2727,722,#TeamIndia,Instagram,India
2025,3,31,23,299,182,#PositiveVibes,Instagram,India
2025,3,31,23,920,223,#NewRelease,Instagram,India
2025,3,31,23,729,464,#RepublicDay,Instagram,India
2025,3,31,23,2910,948,#INDvsPAK,Instagram,India
2025,3,31,23,869,251,#Rajasthan,Instagram,India
2025,4,1,0,1151,565,#AliaBhatt,Instagram,India
2025,4,1,0,627,195,#MorningVibes,Instagram,India
2025,4,1,0,1837,655,#Diwali2025,Instagram,India
2025,4,1,0,1039,664,#Rajasthan,Instagram,India
2025,4,1,0,955,650,#Goa,Instagram,India
2025,4,1,0,2635,693,#Virat,Instagram,India
2025,4,1,0,388,96,#DailyRoutine,Instagram,India
2025,4,1,1,2937,493,#ChaseKaro,Instagram,India
2025,4,1,1,2205,394,#SRK,Instagram,India
2025,4,1,1,910,204,#Thali,Instagram,India
2025,4,1,1,959,462,#Rajasthan,Instagram,India
2025,4,1,1,4362,1104,#INDvsPAK,Instagram,India
2025,4,1,1,2575,1009,#MS Dhoni,Instagram,India
2025,4,1,1,1089,636,#FashionBlogger,Instagram,India
2025,4,1,1,1374,556,#Eid2025,Instagram,India
2025,4,1,2,3277,1415,#MS Dhoni,Instagram,India
2025,4,1,2,3692,1020,#WorldCup2025,Instagram,India
2025,4,1,2,1263,379,#RepublicDay,Instagram,India
2025,4,1,2,344,152,#SelfCare,Instagram,India
2025,4,1,2,796,249,#AccessoriesOfTheDay,Instagram,India
2025,4,1,2,781,362,#MadeInIndia,Instagram,India
2025,4,1,3,700,391,#WeekendGetaway,Instagram,India
2025,4,1,3,1299,356,#Pathaan2,Instagram,India
2025,4,1,3,1980,496,#Cricket,Instagram,India
2025,4,1,3,633,417,#BollywoodMusic,Instagram,India
2025,4,1,3,2330,815,#TeamIndia,Instagram,India
2025,4,1,4,1837,492,#DurgaPuja,Instagram,India
2025,4,1,4,753,405,#HomeMade,Instagram,India
2025,4,1,4,414,167,#Motivation,Instagram,India
2025,4,1,4,1071,312,#GymLife,Instagram,India
2025,4,1,4,3691,906,#INDvsPAK,Instagram,India
2025,4,1,4,2137,631,#IPL2025,Instagram,India
2025,4,1,5,1528,381,#Kashmir,Instagram,India
2025,4,1,5,1681,733,#IndependenceDay,Instagram,India
2025,4,1,5,1536,902,#Holi2025,Instagram,India
2025,4,1,6,4032,1843,#INDvsPAK,Instagram,India
2025,4,1,6,427,145,#MindfulLiving,Instagram,India
2025,4,1,6,3260,1073,#MS Dhoni,Instagram,India
2025,4,1,6,1175,282,#TravelIndia,Instagram,India
2025,4,1,6,2921,519,#Holi2025,Instagram,India
2025,4,1,6,492,293,#StudyMotivation,Instagram,India
2025,4,1,6,1419,944,#NavRatri,Instagram,India
2025,4,1,7,3589,785,#MS Dhoni,Instagram,India
2025,4,1,7,1460,265,#Bollywood,Instagram,India
2025,4,1,7,837,572,#AliaBhatt,Instagram,India
2025,4,1,7,904,259,#RanveerSingh,Instagram,India
2025,4,1,8,1659,600,#Goa,Instagram,India
2025,4,1,8,624,367,#Chai,Instagram,India
2025,4,1,8,985,575,#OOTD,Instagram,India
2025,4,1,8,2744,1025,#Diwali2025,Instagram,India
2025,4,1,8,821,258,#NEET2025,Instagram,India
2025,4,1,8,1023,379,#KurtiStyle,Instagram,India
2025,4,1,9,942,324,#UPSC,Instagram,India
2025,4,1,9,1856,1186,#Ganesh Chaturthi,Instagram,India
2025,4,1,9,1855,1221,#IPL2025,Instagram,India
2025,4,1,9,816,330,#RunningCommunity,Instagram,India
2025,4,1,9,741,626,#Yoga,Instagram,India
2025,4,1,9,2725,976,#WorldCup2025,Instagram,India
2025,4,1,9,1065,570,#NewRelease,Instagram,India
2025,4,1,10,2128,728,#Rajasthan,Instagram,India
2025,4,1,10,1596,604,#Streetwear,Instagram,India
2025,4,1,10,2005,740,#SRK,Instagram,India
2025,4,1,10,4208,1481,#IPL2025,Instagram,India
2025,4,1,10,2235,843,#ChaseKaro,Instagram,India
2025,4,1,10,2181,603,#Raksha Bandhan,Instagram,India
2025,4,1,10,908,538,#TravelIndia,Instagram,India
2025,4,1,10,1044,583,#Transformation,Instagram,India
2025,4,1,11,2919,737,#Kedarnath,Instagram,India
2025,4,1,11,1142,294,#FoodLover,Instagram,India
2025,4,1,11,845,298,#JEE2025,Instagram,India
2025,4,1,11,3295,1442,#TeamIndia,Instagram,India
2025,4,1,11,1818,606,#TravelIndia,Instagram,India
2025,4,1,11,1410,568,#BollywoodMusic,Instagram,India
2025,4,1,12,1509,384,#SummerFashion,Instagram,India
2025,4,1,12,3049,1006,#INDvsPAK,Instagram,India
2025,4,1,12,1594,977,#Raksha Bandhan,Instagram,India
2025,4,1,12,1807,682,#BeachVibes,Instagram,India
2025,4,1,13,1166,775,#RepublicDay,Instagram,India
2025,4,1,13,1947,463,#RanveerSingh,Instagram,India
2025,4,1,13,954,760,#TravelIndia,Instagram,India
2025,4,1,13,629,235,#Motivation,Instagram,India
2025,4,1,13,3433,1066,#Rohit,Instagram,India
2025,4,1,13,1168,899,#Goa,Instagram,India
2025,4,1,14,1497,610,#TravelIndia,Instagram,India
2025,4,1,14,1788,638,#Rajasthan,Instagram,India
2025,4,1,14,610,282,#HomeWorkout,Instagram,India
2025,4,1,15,1124,435,#Yoga,Instagram,India
2025,4,1,15,1090,568,#Jawan2,Instagram,India
2025,4,1,15,728,382,#AI,Instagram,India
2025,4,1,15,2039,636,#Pathaan2,Instagram,India
2025,4,1,15,787,300,#IndianFood,Instagram,India
2025,4,1,15,740,322,#HomeMade,Instagram,India
2025,4,1,15,630,247,#WeightLoss,Instagram,India
2025,4,1,16,1728,382,#Goa,Instagram,India
2025,4,1,16,1415,614,#OOTD,Instagram,India
2025,4,1,16,1377,574,#BridalLook,Instagram,India
2025,4,1,16,1695,572,#SRK,Instagram,India
2025,4,1,16,654,159,#DigitalIndia,Instagram,India
2025,4,1,16,2602,1037,#Cricket,Instagram,India
2025,4,1,16,4194,1108,#INDvsPAK,Instagram,India
2025,4,1,16,689,269,#OOTD,Instagram,India
2025,4,1,17,1357,484,#EthnicWear,Instagram,India
2025,4,1,17,1608,504,#AliaBhatt,Instagram,India
2025,4,1,17,1909,1299,#TeamIndia,Instagram,India
2025,4,1,17,1064,287,#ResultDay,Instagram,India
2025,4,1,17,1208,406,#SoloTravel,Instagram,India
2025,4,1,17,926,438,#FoodLover,Instagram,India
2025,4,1,17,1240,697,#IndependenceDay,Instagram,India
2025,4,1,17,3061,1626,#WorldCup2025,Instagram,India
2025,4,1,18,2516,621,#Rajasthan,Instagram,India
2025,4,1,18,4950,2023,#WorldCup2025,Instagram,India
2025,4,1,18,1457,635,#StreetFood,Instagram,India
2025,4,1,18,2993,1431,#TeamIndia,Instagram,India
2025,4,1,18,1901,559,#RanveerSingh,Instagram,India
2025,4,1,19,1078,420,#WeekendGetaway,Instagram,India
2025,4,1,19,4320,1732,#IPL2025,Instagram,India
2025,4,1,19,1875,1014,#Ganesh Chaturthi,Instagram,India
2025,4,1,19,1414,971,#Jawan2,Instagram,India
2025,4,1,19,4023,913,#Diwali2025,Instagram,India
2025,4,1,19,1291,734,#JEE2025,Instagram,India
2025,4,1,20,3755,1452,#NavRatri,Instagram,India
2025,4,1,20,3793,1273,#INDvsPAK,Instagram,India
2025,4,1,20,5532,1272,#MS Dhoni,Instagram,India
2025,4,1,20,1396,607,#Chai,Instagram,India
2025,4,1,20,1509,625,#Bollywood,Instagram,India
2025,4,1,20,775,417,#IITian,Instagram,India
2025,4,1,21,1259,676,#WeekendGetaway,Instagram,India
2025,4,1,21,2576,1319,#NavRatri,Instagram,India
2025,4,1,21,993,815,#SoloTravel,Instagram,India
2025,4,1,21,3675,2472,#WorldCup2025,Instagram,India
2025,4,1,21,1600,848,#Pathaan2,Instagram,India
2025,4,1,21,2110,944,#Pathaan2,Instagram,India
2025,4,1,21,1083,799,#BridalLook,Instagram,India
2025,4,1,21,1144,486,#Lohri,Instagram,India
2025,4,1,22,971,623,#IITian,Instagram,India
2025,4,1,22,3082,947,#MS Dhoni,Instagram,India
2025,4,1,22,1793,769,#Kedarnath,Instagram,India
2025,4,1,22,3110,1703,#Virat,Instagram,India
2025,4,1,22,2069,1670,#Holi2025,Instagram,India
2025,4,1,22,1848,693,#FashionBlogger,Instagram,India
2025,4,1,23,2048,662,#IPL2025,Instagram,India
2025,4,1,23,1536,413,#Ganesh Chaturthi,Instagram,India
2025,4,1,23,1072,290,#Bollywood,Instagram,India
2025,4,1,23,1750,411,#Kashmir,Instagram,India
2025,4,2,0,2220,718,#Cricket,Instagram,India
2025,4,2,0,902,232,#Streetwear,Instagram,India
2025,4,2,0,473,112,#Tech,Instagram,India
2025,4,2,0,2270,646,#NavRatri,Instagram,India
2025,4,2,0,640,120,#Tech,Instagram,India
2025,4,2,0,1232,493,#RanveerSingh,Instagram,India
2025,4,2,0,568,346,#NEET2025,Instagram,India
2025,4,2,0,848,517,#TravelIndia,Instagram,India
2025,4,2,0,1573,1544,#MS Dhoni,Instagram,India
2025,4,2,1,828,245,#GlowUp,Instagram,India
2025,4,2,1,1298,795,#Kashmir,Instagram,India
2025,4,2,1,2146,1585,#INDvsPAK,Instagram,India
2025,4,2,1,1869,860,#IPL2025,Instagram,India
2025,4,2,1,873,250,#Biryani,Instagram,India
2025,4,2,1,788,266,#DesiDrip,Instagram,India
2025,4,2,1,717,179,#Chai,Instagram,India
2025,4,2,1,1300,556,#AppleLaunch,Instagram,India
2025,4,2,1,1283,605,#OOTD,Instagram,India
